Unnamed: 0,"Hej  Nelson,                             Tack för att du har köpt ett Omena-presentkort! Det digitala presentkortet skickas i ett separat e-post. Nedan hittar du ett kvitto.",00.00.0000,https://test3.omenahotels.com/en/services/
,"Hej  Nelson,                             Tack för att du har köpt ett Omena-presentkort! Det digitala presentkortet skickas i ett separat e-post. Nedan hittar du ett kvitto.",00.00.0000,https://test3.omenahotels.com/sv/villkor-och-sekretesspolicy/#gift-card-terms
,Varausnumerosi:                                                                                                                                    444833632,00.00.0000,https://test3.omenahotels.com/fi/turun-nahtavyydet/
receipt,Varausnumerosi:                                                                                                                                    444833632,00.00.0000,https://test3.omenahotels.com/api/reservations/fe642fee-e3d2-4a32-aae2-f6a551a3add6/download-receipt/fi?type=DEFAULT
,Varausnumerosi:                                                                                                                                    444833632,00.00.0000,https://test3.omenahotels.com
,Varausnumerosi:                                                                                                                                    444833632,00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,Varausnumerosi:                                                                                                                                    444833632,00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,204617533,00.00.0000,https://test3.omenahotels.com/en/welcome-to-pori-top-attractions-and-travel-tips/
receipt,204617533,00.00.0000,https://test3.omenahotels.com/api/reservations/2472c14e-0237-4c72-82b2-7b76f473a31e/download-receipt/en?type=DEFAULT
,204617533,00.00.0000,https://test3.omenahotels.com
,204617533,00.00.0000,https://test3.omenahotels.com/en/services/
,204617533,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
confirmation,204617533,00.00.0000,https://test3.omenahotels.com/en/booking/#/confirmation/2472c14e-0237-4c72-82b2-7b76f473a31e?newSession=true&email=nelsonsqa%2Bedge%40gmail.com
,764731171,00.00.0000,https://test3.omenahotels.com/en/welcome-to-jyvaskyla-top-attractions-and-travel-tips/
receipt,764731171,00.00.0000,https://test3.omenahotels.com/api/reservations/04c87012-8690-4f27-80ab-32f1acc39518/download-receipt/en?type=DEFAULT
,764731171,00.00.0000,https://test3.omenahotels.com
,764731171,00.00.0000,https://test3.omenahotels.com/en/services/
,764731171,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
,764731171,00.00.0000,https://test3.omenahotels.com/en/booking/
,260790077,00.00.0000,https://test3.omenahotels.com/en/welcome-to-pori-top-attractions-and-travel-tips/
receipt,260790077,00.00.0000,https://test3.omenahotels.com/api/reservations/01f01507-8f35-49f2-8992-146f453d252a/download-receipt/en?type=DEFAULT
,260790077,00.00.0000,https://test3.omenahotels.com
,260790077,00.00.0000,https://test3.omenahotels.com/en/services/
,260790077,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
confirmation,260790077,00.00.0000,https://test3.omenahotels.com/en/booking/#/confirmation/01f01507-8f35-49f2-8992-146f453d252a?newSession=true&email=nelsonsqa%2Bgroup%40gmail.com
,Varausnumerosi:                                                                                                                                    183669505,00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,Varausnumerosi:                                                                                                                                    183669505,00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,"Hei NBMG,                                                                                                            Kiitos, että valitsit Omena-hotellin! Toivottavasti vierailusi oli onnistunut.                                                                                                            Vastaisitko kyselyymme, jotta voisimme tehdä seuraavasta majoituksestasi entistäkin paremman. Sen lisäksi, että autat meitä kehittämään toimintaamme, voit samalla osallistua kuukausittaiseen arvontaamme,                                                        jossa arvomme 5 kpl yhden yön lahjakortteja Omena-hotelliin. Osallistuaksesi arvontaan sinun tarvitsee vain jättää sähköpostiosoitteesi kyselyn lopussa, jotta voimme ottaa sinuun yhteyttä arpaonnen osuessa.                                                                                                            Kertoisitko ensiksi, miten arvioisit tämänkertaista vierailuasi Omena-hotellissa?                                                                                                                                                                HYVÄ                                                                                                                                                                                                                    TYYDYTTÄVÄ                                                                                                                                                                                                                    KOHTALAINEN                                                                                                                                                                                                                    VÄLTTÄVÄ                                                                                                                                                                                                                    HUONO                                                                                                                                                                Toivottavasti näemme sinut pian uudelleen Omenassa. Muistathan, että varaamalla suoraan osoitteessa omenahotels.com saat aina parhaat hinnat ja tarjoukset.                                                                                                            Ystävällisin terveisin,                                                                                                            Omena-hotellin tiimi",00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,"Hei NBMG,                                                                                                            Kiitos, että valitsit Omena-hotellin! Toivottavasti vierailusi oli onnistunut.                                                                                                            Vastaisitko kyselyymme, jotta voisimme tehdä seuraavasta majoituksestasi entistäkin paremman. Sen lisäksi, että autat meitä kehittämään toimintaamme, voit samalla osallistua kuukausittaiseen arvontaamme,                                                        jossa arvomme 5 kpl yhden yön lahjakortteja Omena-hotelliin. Osallistuaksesi arvontaan sinun tarvitsee vain jättää sähköpostiosoitteesi kyselyn lopussa, jotta voimme ottaa sinuun yhteyttä arpaonnen osuessa.                                                                                                            Kertoisitko ensiksi, miten arvioisit tämänkertaista vierailuasi Omena-hotellissa?                                                                                                                                                                HYVÄ                                                                                                                                                                                                                    TYYDYTTÄVÄ                                                                                                                                                                                                                    KOHTALAINEN                                                                                                                                                                                                                    VÄLTTÄVÄ                                                                                                                                                                                                                    HUONO                                                                                                                                                                Toivottavasti näemme sinut pian uudelleen Omenassa. Muistathan, että varaamalla suoraan osoitteessa omenahotels.com saat aina parhaat hinnat ja tarjoukset.                                                                                                            Ystävällisin terveisin,                                                                                                            Omena-hotellin tiimi",00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,Varausnumerosi:                                                                                                                                    246819222,00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,Varausnumerosi:                                                                                                                                    246819222,00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,727616896,00.00.0000,https://test3.omenahotels.com/en/welcome-to-tampere-top-attractions-and-travel-tips/
receipt,727616896,00.00.0000,https://test3.omenahotels.com/api/reservations/f26bd605-50e9-4eb5-b007-4c8fea5bf112/download-receipt/en?type=DEFAULT
,727616896,00.00.0000,https://test3.omenahotels.com
,727616896,00.00.0000,https://test3.omenahotels.com/en/services/
,727616896,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
confirmation,727616896,00.00.0000,https://test3.omenahotels.com/en/booking/#/confirmation/f26bd605-50e9-4eb5-b007-4c8fea5bf112?newSession=true&email=nelsonsqa%2Bedge%40gmail.com
,212006253,00.00.0000,https://test3.omenahotels.com/en/welcome-to-tampere-top-attractions-and-travel-tips/
receipt,212006253,00.00.0000,https://test3.omenahotels.com/api/reservations/68b02bf7-4740-46de-9602-1c665e9299c2/download-receipt/en?type=DEFAULT
,212006253,00.00.0000,https://test3.omenahotels.com
,212006253,00.00.0000,https://test3.omenahotels.com/en/services/
,212006253,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
,476327315,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
receipt,476327315,00.00.0000,https://test3.omenahotels.com/api/reservations/3fc05386-6e66-489e-b838-471be1ab5511/download-receipt/en?type=DEFAULT
,476327315,00.00.0000,https://test3.omenahotels.com
,476327315,00.00.0000,https://test3.omenahotels.com/en/services/
,476327315,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
,476327315,00.00.0000,https://test3.omenahotels.com/en/booking/
,273230000,00.00.0000,https://test3.omenahotels.com/en/welcome-to-jyvaskyla-top-attractions-and-travel-tips/
receipt,273230000,00.00.0000,https://test3.omenahotels.com/api/reservations/73071947-8438-4a42-aa35-f5290e76c200/download-receipt/en?type=DEFAULT
,273230000,00.00.0000,https://test3.omenahotels.com
,273230000,00.00.0000,https://test3.omenahotels.com/en/services/
,273230000,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
confirmation,273230000,00.00.0000,https://test3.omenahotels.com/en/booking/#/confirmation/73071947-8438-4a42-aa35-f5290e76c200?newSession=true&email=nelsonsqa%40gmail.com
,Welcome,00.00.0000,https://test3.omenahotels.com/en/welcome-to-jyvaskyla-top-attractions-and-travel-tips/
,Welcome,00.00.0000,https://test3.omenahotels.com
,Welcome,00.00.0000,https://test3.omenahotels.com/en/services/
,Welcome,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
,153093690,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
receipt,153093690,00.00.0000,https://test3.omenahotels.com/api/reservations/6275bbc9-1fe8-40ab-89c1-c6f2a6c4db59/download-receipt/en?type=DEFAULT
,153093690,00.00.0000,https://test3.omenahotels.com
,153093690,00.00.0000,https://test3.omenahotels.com/en/services/
,153093690,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
confirmation,153093690,00.00.0000,https://test3.omenahotels.com/en/booking/#/confirmation/6275bbc9-1fe8-40ab-89c1-c6f2a6c4db59?newSession=true&email=nelsonsqa%2Bedge%40gmail.com
,Varausnumerosi:                                                                                                                                    803465138,00.00.0000,https://test3.omenahotels.com/fi/helsingin-nahtavyydet/
receipt,Varausnumerosi:                                                                                                                                    803465138,00.00.0000,https://test3.omenahotels.com/api/reservations/848c4165-16f0-43e4-8f8e-16ac4a17c8e6/download-receipt/fi?type=DEFAULT
,Varausnumerosi:                                                                                                                                    803465138,00.00.0000,https://test3.omenahotels.com
,Varausnumerosi:                                                                                                                                    803465138,00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,Varausnumerosi:                                                                                                                                    803465138,00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,,00.00.0000,https://test3.omenahotels.com/fi/helsingin-nahtavyydet/
,,00.00.0000,https://test3.omenahotels.com
,,00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,,00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,,00.00.0000,https://test3.omenahotels.com/fi/booking/
,,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
,,00.00.0000,https://test3.omenahotels.com/en/services/
,Welcome,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
,488257454,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
receipt,488257454,00.00.0000,https://test3.omenahotels.com/api/reservations/a3c2d716-b8d3-4bc0-9780-d64c87313503/download-receipt/en?type=DEFAULT
,488257454,00.00.0000,https://test3.omenahotels.com
,488257454,00.00.0000,https://test3.omenahotels.com/en/services/
,488257454,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
confirmation,488257454,00.00.0000,https://test3.omenahotels.com/en/booking/#/confirmation/a3c2d716-b8d3-4bc0-9780-d64c87313503?newSession=true&email=nelsonsqa%2Bedge%40gmail.com
,Ditt bokningsnummer:                                                                                                                                    905350401,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
receipt,Ditt bokningsnummer:                                                                                                                                    905350401,00.00.0000,https://test3.omenahotels.com/api/reservations/5d1d1200-a766-4197-92b6-fc861298a272/download-receipt/sv?type=DEFAULT
,Ditt bokningsnummer:                                                                                                                                    905350401,00.00.0000,https://test3.omenahotels.com
,Ditt bokningsnummer:                                                                                                                                    905350401,00.00.0000,https://test3.omenahotels.com/en/services/
,Ditt bokningsnummer:                                                                                                                                    905350401,00.00.0000,https://test3.omenahotels.com/sv/villkor-och-sekretesspolicy/
,,00.00.0000,https://test3.omenahotels.com/sv/villkor-och-sekretesspolicy/
,Välkommen,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
,Välkommen,00.00.0000,https://test3.omenahotels.com
,Välkommen,00.00.0000,https://test3.omenahotels.com/en/services/
,Välkommen,00.00.0000,https://test3.omenahotels.com/sv/villkor-och-sekretesspolicy/
,561587739,00.00.0000,https://test3.omenahotels.com/en/welcome-to-pori-top-attractions-and-travel-tips/
receipt,561587739,00.00.0000,https://test3.omenahotels.com/api/reservations/abf67241-c0b7-4bff-8bbc-2723ef1e16b0/download-receipt/en?type=DEFAULT
,561587739,00.00.0000,https://test3.omenahotels.com
,561587739,00.00.0000,https://test3.omenahotels.com/en/services/
,561587739,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
confirmation,561587739,00.00.0000,https://test3.omenahotels.com/en/booking/#/confirmation/abf67241-c0b7-4bff-8bbc-2723ef1e16b0?newSession=true&email=nelsonsqa%2Bgbe%40gmail.com
,Varausnumerosi:                                                                                                                                    612487811,00.00.0000,https://test3.omenahotels.com/fi/helsingin-nahtavyydet/
receipt,Varausnumerosi:                                                                                                                                    612487811,00.00.0000,https://test3.omenahotels.com/api/reservations/5ab57986-2a82-43ae-91a7-1c5b3d96ae99/download-receipt/fi?type=DEFAULT
,Varausnumerosi:                                                                                                                                    612487811,00.00.0000,https://test3.omenahotels.com
,Varausnumerosi:                                                                                                                                    612487811,00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,Varausnumerosi:                                                                                                                                    612487811,00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,"Tee check in, että saat ovikoodin!",00.00.0000,https://test3.omenahotels.com
,"Tee check in, että saat ovikoodin!",00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,"Tee check in, että saat ovikoodin!",00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
,"Hello nbmg,                                                                                                            Thank you for choosing Omena Hotels! We hope that you enjoyed your stay.                                                                                                            Please answer our survey to help us make your next stay even better. In addition to your answers helping us, you will also be entered in our monthly raffle of 5 one-night Omena Hotels vouchers.                                                        To enter the raffle, you just need to leave your email address at the end of the survey for us to contact you.                                                                                                            Let's begin the survey! How would you rate your visit at Omena Hotels?                                                                                                                                                                EXCELLENT                                                                                                                                                                                                                    SATISFACTORY                                                                                                                                                                                                                    FAIR                                                                                                                                                                                                                    MEDIOCRE                                                                                                                                                                                                                    BAD                                                                                                                                                                We hope to see you at Omena Hotels again soon. Remember that you will always get the best prices and offers by booking direct at omenahotels.com.                                                                                                            Kind regards,                                                                                                            Team Omena Hotels",00.00.0000,https://test3.omenahotels.com/en/services/
,"Hello nbmg,                                                                                                            Thank you for choosing Omena Hotels! We hope that you enjoyed your stay.                                                                                                            Please answer our survey to help us make your next stay even better. In addition to your answers helping us, you will also be entered in our monthly raffle of 5 one-night Omena Hotels vouchers.                                                        To enter the raffle, you just need to leave your email address at the end of the survey for us to contact you.                                                                                                            Let's begin the survey! How would you rate your visit at Omena Hotels?                                                                                                                                                                EXCELLENT                                                                                                                                                                                                                    SATISFACTORY                                                                                                                                                                                                                    FAIR                                                                                                                                                                                                                    MEDIOCRE                                                                                                                                                                                                                    BAD                                                                                                                                                                We hope to see you at Omena Hotels again soon. Remember that you will always get the best prices and offers by booking direct at omenahotels.com.                                                                                                            Kind regards,                                                                                                            Team Omena Hotels",00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
,"Hej nbmg,                                                                                                            Tack för att du valde Omena Hotels! Vi hoppas att du har haft din vistelse.                                                                                                            Svara på vår undersökning för att hjälpa dig att göra din nästa vistelse ännu bättre. Förutom dina svar som hjälper oss                                                        kommer du också att delta i vår månatliga utlottning med 5 en-natt Omena Hotels-kuponger. För att delta i utlottningen behöver du bara lämna din e-postadress i slutet av undersökningen så att vi kan kontakta dig.                                                                                                            Låt oss börja undersökningen! Hur skulle du betygsätta ditt besök på Omena Hotels?                                                                                                                                                                UTMÄRKT                                                                                                                                                                                                                    TILLFREDSSTÄLLANDE                                                                                                                                                                                                                    MÅTTLIGT                                                                                                                                                                                                                    MEDELMÅTTLIGT                                                                                                                                                                                                                    DÅLIGT                                                                                                                                                                Vi hoppas att vi ses på Omena Hotels snart igen. Kom ihåg att du alltid kommer att få de bästa priserna och erbjudandena genom att boka direkt på omenahotels.com.                                                                                                            Vänliga Hälsningar,                                                                                                            Omena Hotels team",00.00.0000,https://test3.omenahotels.com/en/services/
,"Hej nbmg,                                                                                                            Tack för att du valde Omena Hotels! Vi hoppas att du har haft din vistelse.                                                                                                            Svara på vår undersökning för att hjälpa dig att göra din nästa vistelse ännu bättre. Förutom dina svar som hjälper oss                                                        kommer du också att delta i vår månatliga utlottning med 5 en-natt Omena Hotels-kuponger. För att delta i utlottningen behöver du bara lämna din e-postadress i slutet av undersökningen så att vi kan kontakta dig.                                                                                                            Låt oss börja undersökningen! Hur skulle du betygsätta ditt besök på Omena Hotels?                                                                                                                                                                UTMÄRKT                                                                                                                                                                                                                    TILLFREDSSTÄLLANDE                                                                                                                                                                                                                    MÅTTLIGT                                                                                                                                                                                                                    MEDELMÅTTLIGT                                                                                                                                                                                                                    DÅLIGT                                                                                                                                                                Vi hoppas att vi ses på Omena Hotels snart igen. Kom ihåg att du alltid kommer att få de bästa priserna och erbjudandena genom att boka direkt på omenahotels.com.                                                                                                            Vänliga Hälsningar,                                                                                                            Omena Hotels team",00.00.0000,https://test3.omenahotels.com/sv/villkor-och-sekretesspolicy/
,667448423,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
,667448423,00.00.0000,https://test3.omenahotels.com
,667448423,00.00.0000,https://test3.omenahotels.com/en/services/
,667448423,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
,128393065,00.00.0000,https://test3.omenahotels.com/en/welcome-to-helsinki-top-attractions-and-travel-tips/
,128393065,00.00.0000,https://test3.omenahotels.com
,128393065,00.00.0000,https://test3.omenahotels.com/en/services/
,128393065,00.00.0000,https://test3.omenahotels.com/en/terms-and-conditions/
,Varausnumerosi:                                                                                                                                    120156131,00.00.0000,https://test3.omenahotels.com/fi/helsingin-nahtavyydet/
receipt,Varausnumerosi:                                                                                                                                    120156131,00.00.0000,https://test3.omenahotels.com/api/reservations/28f6598f-4735-4ce0-81e5-9a9cec2cea89/download-receipt/fi?type=DEFAULT
,Varausnumerosi:                                                                                                                                    120156131,00.00.0000,https://test3.omenahotels.com
,Varausnumerosi:                                                                                                                                    120156131,00.00.0000,https://test3.omenahotels.com/fi/palvelut/
,Varausnumerosi:                                                                                                                                    120156131,00.00.0000,https://test3.omenahotels.com/fi/kayttoehdot-ja-rekisteriseloste/
